,Class ID,imageNet_class,max_similarity_ratio,dbpedia_class
477,477,"[""carpenter's kit"", 'tool kit']",62,coal pit
198,198,['standard schnauzer'],62,standard
480,480,"['cash machine', 'cash dispenser', 'automated teller machine', 'automatic teller chine', 'automated teller', 'automatic teller', ""ATM'"", '']",62,automobile engine
871,871,['trimaran'],62,train
189,189,['Lakeland terrier'],62,old territory
879,879,['umbrella'],62,Outbreak
877,877,['turnstile'],62,reptile
856,856,"['thresher', 'thrasher', 'threshing machine']",62,horse
855,855,['thimble'],62,temple
878,878,['typewriter keyboard'],62,district water board
491,491,"['chain saw', 'chainsaw']",62,canal
184,184,['Irish terrier'],62,horse trainer
912,912,"['worm fence', 'snake fence', 'snake-rail fence', 'Virginia fence']",62,fencer
95,95,['jacamar'],62,camera
104,104,"['wallaby', 'brush kangaroo']",62,valley
258,258,"['Samoyed', 'Samoyede']",62,model
264,264,"['Cardigan', 'Cardigan Welsh corgi']",62,cardinal
108,108,"['sea anemone', 'anemone']",62,HumanGene
927,927,['trifle'],62,reptile
549,549,['envelope'],62,novel
261,261,['keeshond'],62,sound
796,796,['ski mask'],62,ski area
272,272,"['coyote', 'prairie wolf', 'brush wolf', 'Canis latrans']",62,locomotive
118,118,"['Dungeness crab', 'Cancer magister']",62,soccer manager
422,422,['barbell'],62,rebellion
924,924,['guacamole'],62,game
735,735,['poncho'],62,monarch
266,266,['miniature poodle'],62,natural place
418,418,"['ballpoint', 'ballpoint pen', 'ballpen', 'Biro']",62,baronet
107,107,['jellyfish'],62,fish
128,128,"['black stork', 'Ciconia nigra']",62,actor
99,99,['goose'],62,golf course
439,439,"['bearskin', 'busby', 'shako']",62,brain
139,139,"['ruddy turnstone', 'Arenaria interpres']",62,road tunnel
932,932,['pretzel'],62,priest
417,417,['balloon'],62,rebellion
111,111,"['nematode', 'nematode worm', 'roundworm']",62,model
686,686,['oil filter'],61,serial killer
518,518,['crash helmet'],61,Spreadsheet
825,825,['stone wall'],61,shopping mall
540,540,"['drilling platform', 'offshore rig']",61,horse rider
54,54,"['hognose snake', 'puff adder', 'sand viper']",61,horse race
329,329,"['sea cucumber', 'holothurian']",61,Team member
145,145,"['king penguin', 'Aptenodytes patagonica']",61,wine region
886,886,['vending machine'],61,Medicine
827,827,['stove'],60,movie
680,680,['nipple'],60,pope
721,721,['pillow'],60,Mill
872,872,['tripod'],60,road
858,858,['tile roof'],60,time period
741,741,"['prayer rug', 'prayer mat']",60,spacecraft
955,955,"['jackfruit', 'jak', 'jack']",60,attack
678,678,['neck brace'],60,horse race
954,954,['banana'],60,bank
786,786,['sewing machine'],60,engine
985,985,['daisy'],60,deity
926,926,"['hot pot', 'hotpot']",60,poet
658,658,['mitten'],60,mine
960,960,"['chocolate sauce', 'chocolate syrup']",60,populated place
907,907,['wine bottle'],60,winter sport Player
911,911,"['wool', 'woolen', 'woollen']",60,school
748,748,['purse'],60,horse
767,767,"['rubber eraser', 'rubber', 'pencil eraser']",60,beer
702,702,"['parallel bars', 'bars']",60,artist
860,860,"['tobacco shop', 'tobacconist shop', 'tobacconist']",60,economist
0,0,"['tench', 'Tinca tinca']",60,beach
247,247,"['Saint Bernard', 'St Bernard']",60,painter
389,389,"['barracouta', 'snoek']",60,noble
568,568,['fur coat'],60,lunar crater
565,565,['freight car'],60,rest area
26,26,"['common newt', 'Triturus vulgaris']",60,continent
126,126,['isopod'],60,Food
537,537,"['dogsled', 'dog sled', 'dog sleigh']",60,dog
34,34,"['leatherback turtle', 'leatherback', 'leathery turtle', 'Dermochelys coriacea']",60,waterway tunnel
88,88,['macaw'],60,manga
457,457,"['bow tie', 'bow-tie', 'bowtie']",60,bone
393,393,['anemone fish'],60,canoeist
355,355,['llama'],60,drama
574,574,['golf ball'],60,golf player
340,340,['zebra'],60,brain
274,274,"['dhole', 'Cuon alpinus']",60,hotel
53,53,"['ringneck snake', 'ring-necked snake', 'ring snake']",60,given name
260,260,"['chow', 'chow chow']",60,school
56,56,"['king snake', 'kingsnake']",60,given name
254,254,"['pug', 'pug-dog']",60,dog
59,59,['vine snake'],60,video game
70,70,"['harvestman', 'daddy longlegs', 'Phalangium opilio']",60,restaurant
212,212,['English setter'],60,letter
119,119,"['rock crab', 'Cancer irroratus']",60,hockey club
370,370,"['guenon', 'guenon monkey']",60,gene
78,78,['tick'],60,attack
620,620,"['laptop', 'laptop computer']",60,pope
113,113,['snail'],60,sales
599,599,['honeycomb'],60,hockey club
617,617,"['lab coat', 'laboratory coat']",60,lunar crater
606,606,"['iron', 'smoothing iron']",60,person
239,239,['Bernese mountain dog'],59,mountain range
284,284,"['Siamese cat', 'Siamese']",59,insect
466,466,"['bullet train', 'bullet']",59,train
722,722,['ping-pong ball'],59,shopping mall
432,432,['bassoon'],59,ambassador
164,164,['bluetick'],59,athletics
87,87,"['African grey', 'African gray', 'Psittacus erithacus']",59,American Leader
339,339,['sorrel'],59,storm surge
583,583,['guillotine'],59,airline
51,51,['triceratops'],59,treaty
772,772,['safety pin'],59,station
973,973,['coral reef'],59,college
52,52,"['thunder snake', 'worm snake', 'Carphophis amoenus']",59,Hormone
783,783,['screw'],59,screenwriter
298,298,['mongoose'],59,monastery
297,297,"['sloth bear', 'Melursus ursinus', 'Ursus ursinus']",59,theatre
282,282,['tiger cat'],59,aircraft
869,869,['trench coat'],59,treaty
178,178,['Weimaraner'],59,deanery
640,640,['manhole cover'],59,roller coaster
475,475,['car mirror'],59,airport
271,271,"['red wolf', 'maned wolf', 'Canis rufus', 'Canis niger']",59,Singer
803,803,"['snowplow', 'snowplough']",59,borough
804,804,['soap dispenser'],59,solar eclipse
73,73,"['barn spider', 'Araneus cavaticus']",59,bridge
79,79,['centipede'],59,engineer
841,841,['sweatshirt'],59,website
253,253,['basenji'],59,back scene
57,57,"['garter snake', 'grass snake']",59,arena
821,821,['steel arch bridge'],59,water ride
822,822,['steel drum'],59,stadium
195,195,"['Boston bull', 'Boston terrier']",59,horse trainer
949,949,['strawberry'],59,brewery
585,585,['hair spray'],59,airport
90,90,['lorikeet'],59,cricketer
938,938,['cauliflower'],59,curler
925,925,['consomme'],59,economist
674,674,['mousetrap'],59,mountain
564,564,['four-poster'],59,forest
121,121,"['king crab', 'Alaska crab', 'Alaskan king crab', 'Alaska king crab', ""Paralithodesamtschatica'"", '']",59,ski area
921,921,"['book jacket', 'dust cover', 'dust jacket', 'dust wrapper']",59,rocket
542,542,['drumstick'],59,district
535,535,"['disk brake', 'disc brake']",59,disease
140,140,"['red-backed sandpiper', 'dunlin', 'Erolia alpina']",59,trade union
533,533,"['dishrag', 'dishcloth']",59,district
146,146,"['albatross', 'mollymawk']",59,mollusca
766,766,['rotisserie'],59,protein
556,556,"['fire screen', 'fireguard']",58,figure skater
667,667,['mortarboard'],58,district water board
83,83,"['prairie chicken', 'prairie grouse', 'prairie fowl']",58,racecourse
89,89,"['sulphur-crested cockatoo', 'Kakatoe galerita', 'Cacatua galerita']",58,bacteria
209,209,['Chesapeake Bay retriever'],58,speedway rider
904,904,['window screen'],58,wine region
386,386,"['African elephant', 'Loxodonta africana']",58,flowering plant
237,237,['miniature pinscher'],58,natural place
233,233,"['Bouvier des Flandres', 'Bouviers des Flandres']",58,movie genre
324,324,['cabbage butterfly'],58,battery
740,740,['power drill'],58,power station
105,105,"['koala', 'koala bear', 'kangaroo bear', 'native bear', 'Phascolarctos cinereus']",58,amateur boxer
3,3,"['tiger shark', 'Galeocerdo cuvieri']",58,figure skater
905,905,['window shade'],58,JewishLeader
737,737,"['pop bottle', 'soda bottle']",58,space shuttle
882,882,"['vacuum', 'vacuum cleaner']",58,back scene
208,208,['Labrador retriever'],58,nascar driver
265,265,['toy poodle'],57,type
263,263,"['Pembroke', 'Pembroke Welsh corgi']",57,rocket
191,191,"['Airedale', 'Airedale terrier']",57,rally driver
808,808,['sombrero'],57,surfer
465,465,['bulletproof vest'],57,blood vessel
903,903,['wig'],57,wine
186,186,['Norwich terrier'],57,horse trainer
968,968,['cup'],57,cape
604,604,['hourglass'],57,horse
27,27,['eft'],57,chef
970,970,['alp'],57,cape
279,279,"['Arctic fox', 'white fox', 'Alopex lagopus']",57,written work
693,693,"['paddle', 'boat paddle']",57,board game
125,125,['hermit crab'],57,aristocrat
275,275,"['African hunting dog', 'hyena dog', 'Cape hunting dog', 'Lycaon pictus']",57,coal pit
190,190,"['Sealyham terrier', 'Sealyham']",57,rally driver
728,728,['plastic bag'],57,politician
194,194,"['Dandie Dinmont', 'Dandie Dinmont terrier']",57,arrondissement
840,840,"['swab', 'swob', 'mop']",57,sea
495,495,"['china cabinet', 'china closet']",57,chemical element
636,636,"['mailbag', 'postbag']",57,village
861,861,['toilet seat'],57,lieutenant
850,850,"['teddy', 'teddy bear']",57,year
223,223,['schipperke'],57,ship
230,230,"['Shetland sheepdog', 'Shetland sheep dog', 'Shetland']",57,Spreadsheet
952,952,['fig'],57,fish
117,117,"['chambered nautilus', 'pearly nautilus', 'nautilus']",57,artist
69,69,['trilobite'],57,Pilot
619,619,"['lampshade', 'lamp shade']",57,lymph
836,836,['sunglass'],57,fungus
61,61,"['boa constrictor', 'Constrictor constrictor']",57,old territory
826,826,"['stopwatch', 'stop watch']",57,coach
643,643,['mask'],57,man
719,719,"['piggy bank', 'penny bank']",57,bank
914,914,['yawl'],57,law
554,554,['fireboat'],57,figure skater
255,255,['Leonberg'],57,fencer
177,177,"['Scottish deerhound', 'deerhound']",57,sound
793,793,['shower cap'],57,soccer club
892,892,['wall clock'],57,lock
512,512,"['corkscrew', 'bottle screw']",57,horse
343,343,['warthog'],57,artwork
345,345,['ox'],57,boxer
760,760,"['refrigerator', 'icebox']",57,territory
6,6,['stingray'],57,stream
757,757,"['recreational vehicle', 'RV', 'R.V.']",57,National anthem
364,364,"['three-toed sloth', 'ai', 'Bradypus tridactylus']",57,train
366,366,"['gorilla', 'Gorilla gorilla']",57,village
947,947,['mushroom'],57,school
8,8,['hen'],57,chef
390,390,['eel'],57,gene
930,930,['French loaf'],57,green alga
398,398,['abacus'],57,Database
402,402,['acoustic guitar'],57,guitar
407,407,['ambulance'],57,place
709,709,"['pencil box', 'pencil case']",57,Legal Case
157,157,['papillon'],57,weapon
441,441,['beer glass'],57,beer
443,443,['bib'],57,bird
445,445,"['bikini', 'two-piece']",57,building
39,39,"['common iguana', 'iguana', 'Iguana iguana']",57,comedian
906,906,['Windsor tie'],57,Wind motor
330,330,"['wood rabbit', 'cottontail', 'cottontail rabbit']",57,competition
456,456,['bow'],57,book
703,703,['park bench'],57,park
781,781,['scoreboard'],57,road
200,200,"['Tibetan terrier', 'chrysanthemum dog']",56,water ride
447,447,"['binoculars', 'field glasses', 'opera glasses']",56,field hockey league
592,592,"['hard disc', 'hard disk', 'fixed disk']",56,Theatre director
67,67,"['diamondback', 'diamondback rattlesnake', 'Crotalus adamanteus']",56,monarch
175,175,"['otterhound', 'otter hound']",56,asteroid
234,234,['Rottweiler'],56,wrestler
304,304,"['leaf beetle', 'chrysomelid']",56,referee
571,571,"['gas pump', 'gasoline pump', 'petrol pump', 'island dispenser']",56,ski jumper
63,63,"['Indian cobra', 'Naja naja']",56,dancer
229,229,"['Old English sheepdog', 'bobtail']",56,bodybuilder
204,204,"['Lhasa', 'Lhasa apso']",56,baseball season
957,957,['pomegranate'],56,painter
710,710,['pencil sharpener'],56,presenter
14,14,"['indigo bunting', 'indigo finch', 'indigo bird', 'Passerina cyanea']",56,religious building
302,302,"['ground beetle', 'carabid beetle']",56,record label
288,288,"['leopard', 'Panthera pardus']",56,launch pad
479,479,['car wheel'],56,card game
682,682,['obelisk'],56,Nobel Prize
300,300,['tiger beetle'],56,street
197,197,['giant schnauzer'],56,given name
31,31,"['tree frog', 'tree-frog']",56,streetcar
48,48,"['Komodo dragon', 'Komodo lizard', 'dragon lizard', 'giant lizard', ""Varanus komodoeis'"", '']",56,guitar
256,256,"['Newfoundland', 'Newfoundland dog']",56,Nebula
47,47,"['African chameleon', 'Chamaeleo chamaeleon']",56,American Leader
49,49,"['African crocodile', 'Nile crocodile', 'Crocodylus niloticus']",56,American Leader
910,910,['wooden spoon'],56,weapon
615,615,['knee pad'],56,launch pad
888,888,['viaduct'],56,voice actor
141,141,"['redshank', 'Tringa totanus']",56,restaurant
797,797,['sleeping bag'],56,shopping mall
328,328,['sea urchin'],56,arachnid
625,625,['lifeboat'],56,lieutenant
383,383,"['Madagascar cat', 'ring-tailed lemur', 'Lemur catta']",56,animanga character
196,196,['miniature schnauzer'],56,figure skater
35,35,['mud turtle'],56,murderer
207,207,['golden retriever'],55,horse trainer
891,891,['waffle iron'],55,trade union
901,901,['whiskey jug'],55,hockey club
884,884,['vault'],55,valley
160,160,"['Afghan hound', 'Afghan']",55,organ
865,865,['toyshop'],55,type
85,85,['quail'],55,animal
948,948,['Granny Smith'],55,Grand Prix
176,176,"['Saluki', 'gazelle hound']",55,album
115,115,"['sea slug', 'nudibranch']",55,sea
84,84,['peacock'],55,park
172,172,['whippet'],55,ship
281,281,"['tabby', 'tabby cat']",55,treaty
214,214,['Gordon setter'],55,presenter
986,986,"[""yellow lady's slipper"", 'yellow lady-slipper', 'Cypripedium calceolus', 'Cypripium parviflorum""', '']",55,netball player
971,971,['bubble'],55,noble
332,332,"['Angora', 'Angora rabbit']",55,manga
376,376,"['proboscis monkey', 'Nasalis larvatus']",55,prison
433,433,"['bathing cap', 'swimming cap']",55,Concentration camp
38,38,['banded gecko'],55,board game
717,717,"['pickup', 'pickup truck']",55,race track
489,489,['chainlink fence'],55,airline
508,508,"['computer keyboard', 'keypad']",55,cycad
515,515,"['cowboy hat', 'ten-gallon hat']",55,television host
524,524,['cuirass'],55,case
278,278,"['kit fox', 'Vulpes macrotis']",55,musical artist
526,526,['desk'],55,disease
697,697,"['pajama', 'pyjama', ""pj's"", 'jammies']",55,drama
694,694,"['paddlewheel', 'paddle wheel']",55,Spreadsheet
559,559,['folding chair'],55,disney character
573,573,['go-kart'],55,fort
590,590,"['hand-held computer', 'hand-held microcomputer']",55,handball player
594,594,['harp'],55,airport
16,16,['bulbul'],55,album
616,616,['knot'],55,Unknown
283,283,['Persian cat'],55,Christian Doctrine
98,98,"['red-breasted merganser', 'Mergus serrator']",55,senator
221,221,['Irish water spaniel'],55,water ride
823,823,['stethoscope'],55,philosopher
813,813,['spatula'],55,play
269,269,"['timber wolf', 'grey wolf', 'gray wolf', 'Canis lupus']",55,time period
842,842,"['swimming trunks', 'bathing trunks']",55,swimmer
969,969,['eggnog'],55,reign
799,799,['sliding door'],55,Wind motor
846,846,['table lamp'],55,table tennis player
166,166,"['Walker hound', 'Walker foxhound']",54,cricket ground
413,413,"['assault rifle', 'assault gun']",54,nascar driver
527,527,['desktop computer'],54,ski jumper
548,548,['entertainment center'],54,government agency
232,232,['Border collie'],54,solar eclipse
423,423,['barber chair'],54,roller coaster
739,739,"[""potter's wheel""]",54,sports event
243,243,['bull mastiff'],54,football match
936,936,['head cabbage'],54,train carriage
381,381,"['spider monkey', 'Ateles geoffroyi']",54,space mission
935,935,['mashed potato'],54,radio station
181,181,['Bedlington terrier'],54,engineer
576,576,['gondola'],53,governor
228,228,['komondor'],53,monarch
205,205,['flat-coated retriever'],53,nascar driver
129,129,['spoonbill'],53,school
206,206,['curly-coated retriever'],53,rally driver
136,136,"['European gallinule', 'Porphyrio porphyrio']",53,philosopher
240,240,['Appenzeller'],53,engineer
993,993,['gyromitra'],53,writer
831,831,"['studio couch', 'day bed']",53,stadium
94,94,['hummingbird'],53,bird
962,962,"['meat loaf', 'meatloaf']",53,mineral
151,151,['Chihuahua'],53,manhua
285,285,['Egyptian cat'],53,gymnast
303,303,"['long-horned beetle', 'longicorn', 'longicorn beetle']",53,blood vessel
317,317,['leafhopper'],53,newspaper
320,320,['damselfly'],53,valley
183,183,['Kerry blue terrier'],53,motorcycle rider
338,338,"['guinea pig', 'Cavia cobaya']",53,guitarist
382,382,"['squirrel monkey', 'Saimiri sciureus']",53,military structure
215,215,['Brittany spaniel'],53,railway tunnel
159,159,['Rhodesian ridgeback'],53,Christian Patriarch
440,440,['beer bottle'],53,beverage
723,723,['pinwheel'],53,mineral
809,809,['soup bowl'],53,school
503,503,['cocktail shaker'],53,fictional character
179,179,"['Staffordshire bullterrier', 'Staffordshire bull terrier']",53,horse trainer
815,815,"['spider web', ""spider's web""]",53,skier
37,37,"['box turtle', 'box tortoise']",53,boxer
44,44,['alligator lizard'],52,travellator
24,24,"['great grey owl', 'great gray owl', 'Strix nebulosa']",52,government agency
647,647,['measuring cup'],52,auto racing league
245,245,['French bulldog'],52,historic building
873,873,['triumphal arch'],52,natural place
257,257,['Great Pyrenees'],52,Pretender
268,268,['Mexican hairless'],52,American Leader
839,839,['suspension bridge'],52,bridge
720,720,['pill bottle'],52,paintball league
306,306,['rhinoceros beetle'],52,roller coaster
385,385,"['Indian elephant', 'Elephas maximus']",52,chemical element
171,171,['Italian greyhound'],52,cricket ground
325,325,"['sulphur butterfly', 'sulfur butterfly']",52,battery
218,218,['Welsh springer spaniel'],51,shopping mall
114,114,['slug'],50,language
607,607,"[""jack-o'-lantern""]",50,continent
280,280,"['grey fox', 'gray fox', 'Urocyon cinereoargenteus']",50,soccer league season
305,305,['dung beetle'],50,sumo wrestler
307,307,['weevil'],50,device
350,350,"['ibex', 'Capra ibex']",50,bone
770,770,['running shoe'],50,Christian Bishop
963,963,"['pizza', 'pizza pie']",50,Capital
409,409,['analog clock'],50,lock
43,43,"['frilled lizard', 'Chlamydosaurus kingi']",50,roller coaster
455,455,['bottlecap'],50,sports team
712,712,['Petri dish'],50,artist discography
605,605,['iPod'],50,Food
505,505,['coffeepot'],50,conifer
514,514,['cowboy boot'],50,body of water
522,522,['croquet ball'],50,cricket team
543,543,['dumbbell'],50,document
248,248,"['Eskimo dog', 'husky']",50,ski resort
93,93,['hornbill'],50,hospital
544,544,['Dutch oven'],50,convention
188,188,['wire-haired fox terrier'],50,horse trainer
120,120,['fiddler crab'],50,aircraft
915,915,['yurt'],50,year
152,152,['Japanese spaniel'],50,speed skater
659,659,['mixing bowl'],50,boxing league
942,942,['butternut squash'],50,beauty queen
614,614,['kimono'],50,prison
173,173,"['Ibizan hound', 'Ibizan Podenco']",50,mobile phone
170,170,['Irish wolfhound'],50,sound
996,996,"['hen-of-the-woods', 'hen of the woods', 'Polyporus frondosus', 'Grifola frondosa']",50,unit of work
210,210,['German short-haired pointer'],50,train station
613,613,['joystick'],50,olympics
238,238,['Greater Swiss Mountain dog'],50,career station
11,11,"['goldfinch', 'Carduelis carduelis']",50,golf course
244,244,['Tibetan mastiff'],50,train station
202,202,['soft-coated wheaten terrier'],49,protected area
25,25,"['European fire salamander', 'Salamandra salamandra']",49,sumo wrestler
250,250,['Siberian husky'],48,library
167,167,['English foxhound'],48,sound
75,75,"['black widow', 'Latrodectus mactans']",48,launch pad
156,156,['Blenheim spaniel'],48,newspaper
220,220,['Sussex spaniel'],48,bus company
941,941,['acorn squash'],48,sports season
940,940,['spaghetti squash'],48,sports season
691,691,['oxygen mask'],48,given name
262,262,['Brabancon griffon'],47,racing driver
504,504,['coffee mug'],47,conifer
277,277,"['red fox', 'Vulpes vulpes']",47,Grand Prix
241,241,['EntleBucher'],47,tenure
611,611,['jigsaw puzzle'],46,squash player
203,203,['West Highland white terrier'],45,old territory
165,165,['black-and-tan coonhound'],45,chemical compound
500,500,['cliff dwelling'],45,building
222,222,['kuvasz'],40,guitarist
155,155,['Shih-Tzu'],33,ship
